Category,Name,ASIN,Date,Qty,Price($),Link Type,Indirect Sales,Device Type Group
Home Improvement,"Command Medium Matte Black Decorative Hook, 2-Hooks, 4-Strips Per Pack, Decorate Damage-Free",B07N2BC377,18/08/2022 07:14,2,11.29,Influencer Page,ndi,PHONE
Home,"Utopia Kitchen Spandex Tablecloth 2 Pack [6FT, Pink] Tight, Fitted, Washable and Wrinkle Resistant Stretch Rectangular Patio Table Cover for Event, We",B08DG2322K,18/08/2022 06:51,1,20.99,Influencer Page,ndi,PHONE
Furniture,"Surmente Tablecloth 60 x 102-Inch Rectangular Polyester Table Cloth for Weddings, Banquets, or Restaurants (Pink) … …",B07VFFMMQD,18/08/2022 06:50,3,13.99,Influencer Page,ndi,PHONE
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Teal",B08NCPJSTX,18/08/2022 05:54,1,11.88,Short Mobile link creation,di,PHONE
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Navy",B08NCNLL3Q,18/08/2022 05:54,1,12.72,Short Mobile link creation,di,PHONE
Books & Textbooks,Mixed-Up Dollhouse (Gabby’s Dollhouse Storybook),1338641697,18/08/2022 05:24,1,5.99,Short Mobile link creation,ndi,PHONE
Books & Textbooks,DreamWorks Gabby's Dollhouse - Meow Meow Mailbox Sound Book - PI Kids,1503765601,18/08/2022 05:24,1,6.99,Short Mobile link creation,ndi,PHONE
Books & Textbooks,"Kitty Fairy's Garden Magic (Gabby's Dollhouse Storybook) (Gabby's Dollhouse, 3)",133879275X,18/08/2022 05:24,1,5.68,Short Mobile link creation,ndi,PHONE
Toys & Games,"Gabby's Dollhouse, 13-inch Talking Pandy Paws Plush Toy with Lights, Music and 10 Sounds and Phrases",B08TTQ1JDF,18/08/2022 05:24,1,16.99,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Teal",B08NCPJSTX,18/08/2022 02:33,1,11.88,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Stackable Kitchen Canisters Set, Pack of 5 Clear Glass Food Storage Jars Containers with Airtight Bamboo Lid for Candy, Cookie, Rice, Sugar, Flour, Pa",B07XNMC4L4,17/08/2022 23:49,1,31.99,Short Mobile link creation,di,PHONE
Home Improvement,"Guardsman 461900 Weather Defense Outdoor Wood Furniture Protector-10 Repels Moisture and Stains-461900, 10 Fl Oz, Clear",B00SOVRYEM,17/08/2022 23:24,1,11.77,Short Mobile link creation,ndi,PHONE
"Patio, Lawn & Garden","MacSports Collapsible Folding Outdoor Utility Wagon, Black",B01DAWKVBM,17/08/2022 23:24,1,84.95,Short Mobile link creation,di,PHONE
Beauty & Grooming,Evolve Perfect Edge Brush,B01FIL5AVO,17/08/2022 23:24,1,4.49,Short Mobile link creation,ndi,PHONE
Beauty & Grooming,Womens Facial Razor Hair Removal - Dermaplaning Tool Peach Fuzz Remover Shaver Trimmer Women Remove Fine Hair Blue Eyebrow Razors Dermaplane Face Shav,B08BTQBYH2,17/08/2022 23:24,1,6.99,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Teal",B08NCPJSTX,17/08/2022 21:40,1,11.88,Short Mobile link creation,di,PHONE
Health & Household,LectroFan High Fidelity White Noise Machine with 20 Unique Non-Looping Fan and White Noise Sounds and Sleep Timer,B00E6D6LQY,17/08/2022 18:58,1,37.99,Short Mobile link creation,ndi,PHONE
Home Improvement,"Moen TR1000CH 44-72-Inch Adjustable Tension Mounted Straight Shower Curtain Rod, Chrome",B0053H5DYI,17/08/2022 18:57,1,24.95,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Teal",B08NCPJSTX,17/08/2022 18:38,1,11.88,Short Mobile link creation,di,PHONE
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Navy",B08NCNLL3Q,17/08/2022 18:38,1,12.72,Short Mobile link creation,di,PHONE
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Teal",B08NCPJSTX,17/08/2022 18:22,1,11.88,Short Mobile link creation,di,PHONE
Home,mDesign Hotel Quality Machine Washable Polyester/Cotton Blend Fabric Shower Curtain with Waffle Weave and Rust-Resistant Metal Grommets for Bathroom S,B07K2CTH4D,17/08/2022 18:01,1,21.49,Short Mobile link creation,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRK1R5K,17/08/2022 16:19,2,12.99,Short Mobile link creation,di,PHONE
Home,"HIWARE All-Purpose Shower Squeegee for Shower Doors, Bathroom, Window and Car Glass - Black, Stainless Steel, 10 Inches",B082HWYQVC,17/08/2022 16:17,2,14.99,Short Mobile link creation,ndi,PHONE
Jewelry,"Dainty Layered Bracelets for Women, 14K Gold Filled Adjustable Layering Oval Chain Bracelet Cute Gold Layered Bead Chain Bracelets for Women Jewelry(O",B08CS92DCB,17/08/2022 15:51,1,14.99,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Navy",B08NCNLL3Q,17/08/2022 15:49,1,12.72,Short Mobile link creation,di,PHONE
Office & School Supplies,"Vaci Neon Chalk Paint Pens - Washable Chalk Markers for Car Window, Mirror, Blackboard, Wine Glass Markers - Wet Erase Pens for Signs & Chalkboard - L",B072MJVSFV,17/08/2022 15:30,1,8.95,Short Mobile link creation,ndi,PHONE
Office & School Supplies,"First & Last Day of School Chalkboard, First/Last Day of School Board, 1st Day of School Sign Reusable, 12 x 10 inch Double Sided Back to School Board",B08T7FX4FT,17/08/2022 15:30,1,9.99,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,Love Heart Dolphins T-Shirt Dolpin Lover Ocean Sea Animal,B07FXV3C48,17/08/2022 14:43,1,19.97,Short Mobile link creation,ndi,PHONE
Home,"YASEO 1 Inch Royal Blue Solid Satin Ribbon, 50 Yards Craft Fabric Ribbon for Gift Wrapping Floral Bouquets Wedding Party Decoration",B09VD41PN4,17/08/2022 14:43,1,8.99,Short Mobile link creation,ndi,PHONE
Home,"Hapeper 1 Inch Sheer Organza Chiffon Ribbon, 50 Yards/ Roll (Sapphire Blue)",B09P1QG2RL,17/08/2022 14:43,1,6.99,Short Mobile link creation,ndi,PHONE
"Patio, Lawn & Garden","Sun Joe SPX-ACS-MAX Auto Cleaning System for Most Pressure Washers, Includes Rotating Brush, Feather Brush, Wheel Brush, Turbo Nozzle, Cloths and Univ",B09FP26RXK,17/08/2022 14:31,1,31.26,Short Mobile link creation,ndi,PHONE
Outdoor Recreation,"12 Industrial Grade Glow Sticks/ 6 inches Ultra Bright Light Sticks - Emergency Light Sticks for Camping Accessories, Hurricane Supplies,Earthquake, S",B08JJ6JZFC,17/08/2022 14:31,2,12.99,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"12 Pack Bamboo Charcoal Air Purifying Bag, Activated Charcoal Bags Odor Absorber, Moisture Absorber, Natural Car Air Freshener, Shoe Deodorizer, Odor ",B082KC4JT2,17/08/2022 14:22,1,23.98,Influencer Page,ndi,PHONE
Kitchen & Dining,"Small Plates and Bowls Sets Wheat Straw Cereal Bowls Unbreakable Microwave Dishwasher Safe Dinnerware Sets for Rice,Soup ,Pasta，Corn Flake ，Snacks，Sid",B09B28FK25,17/08/2022 14:17,1,21.82,Influencer Page,ndi,PHONE
Jewelry,"Santuzza Panther Ring 925 Sterling Silver Leopard Rings Cubic Zirconia Green Spinel Jaguar Jewelry (6, White)",B08LVKRC7T,17/08/2022 14:15,1,19.99,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"THERMOS Stainless King Vacuum-Insulated Food Jar with Spoon, 16 Ounce, Matte Steel",B01DZQT01U,17/08/2022 13:17,1,16.99,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"THERMOS FUNTAINER 16 Ounce Stainless Steel Vacuum Insulated Food Jar with Folding Spoon, Black Matte",B08VS2JZYP,17/08/2022 13:17,1,16.99,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,"EBY Seamless Bralette | Fallen Rock All Fabric Bralette for Women | Removable Pads & No Underwire for All Day Comfort, XS",B09VCS6HGV,17/08/2022 12:50,1,45,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,Heathyoga High Impact Sports Bras for Women High Support Padded Sports Bra Longline Workout Bras for Women Strappy Yoga Bra Black,B09DG9CSMN,17/08/2022 12:50,1,9.99,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,"4 Pieces Neck Bralettes Wireless Cami Bra Tank Top Bra Sports Bra for Women Girls (Black, Light Grey, White, Pink,Small)",B08SPZH9P5,17/08/2022 12:50,1,22.99,Short Mobile link creation,ndi,PHONE
Home,"Ruosuruosu Wicker Storage Baskets for Organizing, Rattan Woven Toilet Paper Basket Tank Topper, Seagrass Stackable Decorative Bins Bathroom, Bedroom, ",B09N8YGXT8,17/08/2022 12:49,1,18.19,Influencer Page,ndi,PHONE
Office & School Supplies,"Amazon Basics Economy 3 Ring Binder, Showcase View Binder with 3 Inch D-Ring, White, 2-Pack",B077X9NMRC,17/08/2022 12:24,1,16.51,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Teal",B08NCPJSTX,17/08/2022 12:18,2,11.88,Short Mobile link creation,di,PHONE
Baby & Nursery,"Bella Tunno Wonder Bib - Adjustable Silicone Baby Bibs for Girls, Durable and Waterproof BPA Free Silicone, Who Runs The World",B07DG63TT1,17/08/2022 11:58,1,14.99,Short Mobile link creation,ndi,PHONE
Health & Household,"Adorime Kegel Exercise Weights - Ben Wa Kegel Balls Weighted Exercise Kit for Beginner - Doctor Recommended Tightening Training System for Women, Blad",B0756YXQBT,17/08/2022 11:41,1,18.99,Short Mobile link creation,ndi,PHONE
Office & School Supplies,MakeID Label Maker Machine with Tape for Storage with 3/5 inch or 16mm Tape Bluetooth USB Rechargeable for Android iOS Label Printer Cute Fonts Emoji ,B0963Z1YR9,17/08/2022 10:58,1,29.99,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Teal",B08NCPJSTX,17/08/2022 10:46,2,11.88,Short Mobile link creation,di,PHONE
Grocery & Gourmet Food,"Navitas Organics Raw Cacao Nibs, 8 oz. Bag, 8 Servings — Organic, Non-GMO, Fair Trade, Gluten-Free",B000OQ4A3S,17/08/2022 10:45,1,9.99,Short Mobile link creation,ndi,DESKTOP
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Navy",B08NCNLL3Q,17/08/2022 10:26,1,12.72,Short Mobile link creation,di,PHONE
Home,Carfar Handicrafts Shabby Chic Country Style Rustic Metal Hanging Giant Cow Bells,B004T9Y7AM,17/08/2022 09:49,1,24.99,Short Mobile link creation,di,PHONE
Home Improvement,"3 Step Ladder Aluminum Lightweight Folding Step Stool Wide Anti-Slip Pedal 330 Lbs Capacity Household Office Portable Stepladder,Champagne Gold",B09Y5MYNK4,17/08/2022 09:46,1,68.39,Short Mobile link creation,di,PHONE
Jewelry,OrangeTag Turquoise Bohemian Dangle Metal Large Oval Earring,B07DM48RKV,17/08/2022 09:31,1,9.99,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Teal",B08NCPJSTX,17/08/2022 09:27,1,11.88,Short Mobile link creation,di,PHONE
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Teal",B08NCPJSTX,17/08/2022 09:17,1,11.88,Short Mobile link creation,di,PHONE
Pet Food & Supplies,"Purina Friskies Gravy Wet Cat Food Variety Pack, TurChicken Extra Gravy Chunky, Meaty Bits & Shreds - (40) 5.5 oz. Cans",B07K9857YH,17/08/2022 09:15,1,25.58,Short Mobile link creation,ndi,PHONE
Home,TWOPAGES 52 W x 120 L inch Pinch Pleat Darkening Drapes Faux Linen Curtains with Blackout Lining Drapery Panel for Living Room Bedroom Meetingroom Clu,B092SB2SJL,17/08/2022 09:13,4,187.99,Influencer Page,ndi,PHONE
Home,"Vintage Farmhouse Wall Decor - Flower Portrait Neutral Wall Art for Boho French Country Kitchen Bathroom Bedroom Picture Poster Print, Brown Room Deco",B09Y42FYT5,17/08/2022 09:13,1,16.98,Influencer Page,ndi,PHONE
"Shoes, Handbags, Wallets, Sunglasses",Brooks Womens Ghost 14 Oyster/Yucca/Pink 7 B - Medium,B08QTSSWF5,17/08/2022 09:05,1,109.95,Short Mobile link creation,ndi,PHONE
Furniture,Amber Lewis x Loloi Georgie Collection GER-02 Ocean / Sand 2'6" x 9'6" Runner,B09GV2RCC7,17/08/2022 08:43,1,89.69,Short Mobile link creation,di,PHONE
Furniture,Amber Lewis x Loloi Georgie Collection GER-02 Ocean / Sand 8'4" x 11'6" Area Rug,B09GV23LB2,17/08/2022 08:43,1,250.79,Short Mobile link creation,di,PHONE
Clothing & Accessories,"It's Just A Bunch of Hocus Pocus Sanderson Sisters Shirt Halloween Shirts for Women (L, Purple)",B07VFZRQW2,17/08/2022 08:13,1,16.98,Short Mobile link creation,ndi,PHONE
Beauty & Grooming,Bdellium Tools Professional Makeup Brush Maestro Series - Mascara Fan 732,B00OGJZ8RG,17/08/2022 07:52,1,11,Influencer Page,ndi,PHONE
Home,"Cozee Bay Bamboo Ziplock Bag Organizer for Kitchen Drawer, Baggie organizer, Compatible with Gallon, Quart, Sandwich and Snack Variety Size Bags (4 Pi",B0B37X7XPF,17/08/2022 07:26,1,34.98,Short Mobile link creation,ndi,PHONE
Home,"Amazon Basics Light-Weight Microfiber Duvet Cover Set with Snap Buttons - Full/Queen, Bright White",B01H7NLCOU,17/08/2022 07:24,1,26.95,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Pink",B08NCVT244,17/08/2022 07:09,1,13.94,Short Mobile link creation,di,PHONE
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Navy",B08NCNLL3Q,17/08/2022 07:09,1,12.72,Short Mobile link creation,di,PHONE
Home,"Simple&Opulence 100% Washed Linen Duvet Cover Set with Embroidered,King Size(104""x92""),3 Pieces Soft Farmhouse Comforter Set with Button Closure,1 Duv",B0126HED16,17/08/2022 07:06,1,137.99,Short Mobile link creation,di,PHONE
Office & School Supplies,"Ruled Notebook/Journal - Lined Journal with Hardcover and Premium Thick Paper, 8.5"" x 6.5"", College Ruled Spiral Notebook/Journal, Strong Twin-Wire Bi",B08CN2D42V,17/08/2022 06:52,1,5.95,Influencer Page,ndi,PHONE
Home Improvement,"3 Step Ladder Aluminum Lightweight Folding Step Stool Wide Anti-Slip Pedal 330 Lbs Capacity Household Office Portable Stepladder,Champagne Gold",B09Y5MYNK4,17/08/2022 06:26,1,68.39,Short Mobile link creation,di,PHONE
Cell Phones & Accessories,"JETech Case for iPad Pro 9.7-Inch 2016 (Old Model), Slim Stand Hard Back Shell Cover with Auto Wake/Sleep (Black)",B01D90Q286,17/08/2022 06:16,1,11.99,Short Mobile link creation,ndi,PHONE
Home,Carfar Handicrafts Shabby Chic Country Style Rustic Metal Hanging Giant Cow Bells,B004T9Y7AM,17/08/2022 05:29,1,26.99,Short Mobile link creation,di,PHONE
Home Improvement,addlon LED Outdoor String Lights 48FT with 2W Dimmable Edison Vintage Shatterproof Bulbs and Commercial Grade Weatherproof Strand - UL Listed Heavy-Du,B07QMKZWQF,17/08/2022 04:33,2,31.99,Short Mobile link creation,di,PHONE
"Shoes, Handbags, Wallets, Sunglasses",AoSiFu Kids Light Up Shoes Girls Boys Sneakers Breathable Led Flashing Sneakers USB Charge Pink29,B09ZHWMRD9,17/08/2022 04:33,1,32.99,Short Mobile link creation,ndi,PHONE
"Shoes, Handbags, Wallets, Sunglasses",Nautica Kids Light Up Flashing Sneaker Athletic Lace-Up Running Shoes Boy Girl Little Kid Big Kid-Parks Buoy Lights-Pink Iridescent-11,B09DS7W5SM,17/08/2022 04:33,1,39.98,Short Mobile link creation,ndi,PHONE
"Shoes, Handbags, Wallets, Sunglasses","Skechers Kids Girls Sparkle RAYZ Sneaker, Silver/Multi, 10.5 Little Kid",B094CQJ3PX,17/08/2022 04:33,1,39.24,Short Mobile link creation,ndi,PHONE
"Shoes, Handbags, Wallets, Sunglasses",AoSiFu Kids Light Up Shoes Toddler Girls Boys Breathable Led Flashing Sneakers USB Charge A-Rosered27,B09TT84R2F,17/08/2022 04:33,1,29.99,Short Mobile link creation,ndi,PHONE
"Shoes, Handbags, Wallets, Sunglasses",AoSiFu Kids Light Up Shoes Girls Boys Sneakers Breathable Led Flashing Sneakers USB Charge Pink28,B09ZHW8FVT,17/08/2022 04:33,1,32.99,Short Mobile link creation,ndi,PHONE
Health & Household,"Paraben-Free Progesterone Cream (96 Servings, 4oz Pump) 2000mg of USP Micronized Progesterone - Healthy Balance Support for Women at Midlife* - Dermat",B00EB0AQA4,17/08/2022 04:21,1,23.95,Short Mobile link creation,ndi,PHONE
Office & School Supplies,"DiverseBee Bible Highlighters and Pens No Bleed, 8 Pack Assorted Colors Gel Highlighters Set, Bible Markers No Bleed Through, Cute Bible Study Journal",B09335R779,16/08/2022 22:33,1,9.95,Short Mobile link creation,di,PHONE
Office & School Supplies,"DiverseBee Bible Highlighters and Pens No Bleed, 8 Pack Assorted Colors Gel Highlighters Set, Bible Markers No Bleed Through, Cute Bible Study Journal",B09N7BX1LP,16/08/2022 22:33,1,9.95,Short Mobile link creation,di,PHONE
Home,"Nacial 8x10 Picture Frame Set of 5,Display Pictures 5x7 with Mat or 8x10 Without Mat, Tempered Glass for Table Top Display and Wall Mounting Wooden Ph",B09H5FLM63,16/08/2022 22:30,1,17.49,Influencer Page,ndi,PHONE
Handmade,"Vintage Botanical Plant Wall Art Prints - Neutral Boho Minimalist Flower Floral Posters Picture for Bathroom, Kitchen, Home Office - Beige French Coun",B0B3R9DGZ6,16/08/2022 22:30,1,16.75,Influencer Page,ndi,PHONE
Home,"ThingRay MA-40 Replacement Filter Compatible with Medify MA-40 Air Purifier, 3-in-1 H13 True HEPA Replacement Filter,Compare to ME-40,2 Pack",B09YLZLFMV,16/08/2022 21:33,1,34.99,Short Mobile link creation,ndi,PHONE
Home Improvement,"3 Step Ladder Aluminum Lightweight Folding Step Stool Wide Anti-Slip Pedal 330 Lbs Capacity Household Office Portable Stepladder,Champagne Gold",B09Y5MYNK4,16/08/2022 21:18,1,68.39,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Bentgo® Kids Prints Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7 - BPA-Free, Dishwasher Safe, Food-Safe ",B0B6JRN9RP,16/08/2022 20:50,1,24.99,Influencer Page,ndi,PHONE
Home,Carfar Handicrafts Shabby Chic Country Style Rustic Metal Hanging Giant Cow Bells,B004T9Y7AM,16/08/2022 20:28,1,22.49,Short Mobile link creation,di,PHONE
Clothing & Accessories,"Thsinde Bra Strap Clips, 12 Bra Clips and Bra Straps Holder Women’s Black,White,Beige for Full Cup Size",B06XDWM63H,16/08/2022 19:30,1,4.99,Influencer Page,ndi,PHONE
Clothing & Accessories,"Merrell womens 3 Pack Cushioned Performance Hiker (Low Cut/Quarter/Crew) Casual Sock, Assorted Olive (Crew), 9 11 US",B07HG8DDM6,16/08/2022 19:30,1,16.94,Influencer Page,ndi,PHONE
Clothing & Accessories,"Merrell mens 3 Pack Performance Hiker (Low/Quarter/Crew Socks) Casual Sock, Gray Assorted (Crew), 10 13 US",B07FKCB4F2,16/08/2022 19:30,1,19,Influencer Page,ndi,PHONE
Clothing & Accessories,Women Lingerie One Piece Bodysuit Teddy Outfits Black M,B07Q8Z4BT8,16/08/2022 19:10,1,17.49,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,"Avidlove Womens Teddy Lingerie Snap Crotch Bodysuit Lace Deep V Lingerie(Brilliant Blue,M)",B08P459SGQ,16/08/2022 19:10,1,17.99,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,"LINGERLOVE Women Sexy Lingerie Plus Size Lace Babydoll See Through Nightgown with Panty S-4XL (Green, S/M)",B094FMQ1GN,16/08/2022 19:10,1,12.99,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,"MIUZOOE Women Lace Babydoll Lingerie Sheer Mesh Chemise Open Back Sleepwear (Dark Red, M)",B089WHMFQH,16/08/2022 19:10,1,16.99,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,ANRABESS Women's Summer Straps One Shoulder Pleated High Waist Casual Wide Leg Jumpsuit Romper with Pockets 502shenhui-L,B09QHWVDLF,16/08/2022 19:08,1,42.99,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,Womens Sexy Sleeveless High Neck Racer Back Halter Thong Bodysuits Leotard Tank Tops White Large,B083FXD2Y6,16/08/2022 19:08,1,25.99,Short Mobile link creation,ndi,PHONE
Beauty & Grooming,"The Laundress New York Stiffen Up, Laundry Starch Spray, Classic Scented, Wrinkle Guard, Natural Starch, Stain and Wrinkle Resistant Spray Starch, 8 f",B000Z5YCYU,16/08/2022 18:32,1,17,Influencer Page,ndi,PHONE
Home,"Vintage Farmhouse Wall Decor - Tree Sketch Neutral Wall Art for Boho French Country Kitchen Bathroom Bedroom Picture Poster Print, Minimalist Black Wh",B09Y44W2W1,16/08/2022 18:30,1,15.98,Influencer Page,ndi,DESKTOP
Home Improvement,"LE LED Camping Lantern Rechargeable, 1000LM, 4 Light Modes, 4400mAh Power Bank, IP44 Waterproof, Perfect Lantern Flashlight for Hurricane Emergency, H",B015ZFKLNK,16/08/2022 18:25,1,26.99,Influencer Page,ndi,DESKTOP
